"city","ID","Created Date","Updated Date","Owner","states","Specialization","Language"
"Aligarh, Uttar Pradesh","b4991ee4-9a0e-456d-b982-49edd03dc416",2023-07-20T10:40:22Z,2023-08-11T09:33:59Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Punjabi"
"Amravati, Andhra Pradesh","b4af0455-8ae4-4647-bd9b-ac79342cdf68",2023-07-20T10:40:17Z,2023-08-11T09:35:58Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Sindhi"
"Satna, Madhya Pradesh","b5154aaa-ebc2-4758-b6b0-2466a90ccc4e",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bhadohi, Uttar Pradesh","b51f88d9-055d-4d30-8396-4d5d4edef5aa",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chandrapur, Maharashtra","b5483ca1-4352-4879-a655-143145e82090",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pilibhit, Uttar Pradesh","b583ef1e-df2f-44b2-b217-3b455e87cf95",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jajpur, Odisha","b59a8cc1-5fdc-4c4e-ba94-fbcdfd3d994e",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Noida, Uttar Pradesh","b5bd642c-a666-442b-a2f6-272bbdc517f8",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bidar, Karnataka","b5c80a10-6e0d-4e0d-9ff2-50ee13eabe41",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sonitpur, Assam","b5c90ef9-4e9d-4dfc-8a38-b98fceaf77a8",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kargil, Ladakh(UT)","b5da5771-4939-4839-875d-5adcb9e6df40",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Srikakulam, Andhra Pradesh","b6ee9033-27bd-4199-9baf-4c1d906979b0",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ukhrul, Manipur","b823a29c-c147-4447-b28b-afbc5ba41871",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Darrang, Assam","b8908618-d3d4-4cf1-b505-dca962656052",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Lawngtlai, Mizoram","b91786aa-d42e-48e5-ba23-062fbec4df09",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Theni, Tamil Nadu","b9932a1e-9650-40fd-b9a6-3368117f2fc3",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Saiha, Mizoram","b9ac69fa-7136-4433-a69b-1e7f2881cf98",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Aizawl, Mizoram","b9b9d9c6-928e-4ca6-8560-9e0d68bf704d",2023-07-20T10:40:20Z,2023-08-11T09:33:24Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Bengali"
"Kamareddy, Telangana","b9db894e-fede-4669-9d3e-e0afa77789bd",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hojai, Assam","baae87a2-527d-4aa7-b8b6-12345850fc6c",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Raebareli, Uttar Pradesh","bb5498c4-b824-4a10-824d-bdf858dedba3",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gopalganj, Bihar","bbc245b2-95f3-444d-9342-a816e34ff9d6",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Alwar, Rajasthan","bbecb40a-4659-419e-beb9-fdc6062ef3f4",2023-07-20T10:40:21Z,2023-08-11T09:35:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Konkaki"
"Jhabua, Madhya Pradesh","bc4dfd39-fa10-4569-a516-ccf11499a88f",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tseminyu, Nagaland","bc85d8a2-6fb6-42d2-b04b-88f0ec48799c",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Viluppuram, Tamil Nadu","bd7d5760-35c8-4543-a844-cc9047edab7a",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Rajsamand, Rajasthan","bdd32489-4f07-4600-b3f5-d22ed33f38c6",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Koderma, Jharkhand","be61c41e-fb1e-4195-8ec3-cb456581130b",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pathankot, Punjab","bf3a85a0-ac86-4b86-871c-be91cfd932bb",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Namakkal, Tamil Nadu","bf641a97-7b9c-4ae6-a1ee-bba1d5f95009",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Khandwa, Madhya Pradesh","bf7da8ac-e756-439d-a641-eebd94e38ff5",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nagarkurnool, Telangana","bfa523c4-ae55-4fdc-a507-20b7172d6d05",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kamjong, Manipur","c01df312-fa85-40fd-9f2e-1e97318dd579",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Shopian, Jammu and Kashmir (UT)","c07411b0-9b02-455e-b2ae-471fcd00427d",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dewas, Madhya Pradesh","c086b5cb-a21f-4a93-bfab-18f4ea320576",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Komaram Bheem, Telangana","c0a10491-ee96-4e1f-ad18-b91aeac392ec",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Solan, Himachal Pradesh","c0d6de1b-2a08-4f2c-a8cd-775532138033",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Balrampur Ramanujganj, Chhattisgarh","c0d7d411-d7d0-45de-a174-8b5b751497b7",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ramanathapuram, Tamil Nadu","c162d438-59f2-430a-9630-c11d46e17b22",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Amroha, Uttar Pradesh","c19af247-f1cd-45e5-8a00-319b9048e0aa",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Medak, Telangana","c1c6b9a2-6909-4ba3-a75c-ddf8874eea85",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kishtwar, Jammu and Kashmir (UT)","c20c6130-f5f0-4fa7-aca1-8fe38352e023",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Barabanki, Uttar Pradesh","c216d7af-b43d-488b-838e-98b276323280",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Rudraprayag, Uttarakhand","c2f8a357-72c9-428a-acbe-17523a7233b8",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Niuland, Nagaland","c3e016d3-b71e-44f0-b2cd-ee062e40865c",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nagaon, Assam","c4125dc5-75be-4066-b19f-1c778fb8d140",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Noklak, Nagaland","c4c10220-332c-4b85-88bd-53af59e62248",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chitradurga, Karnataka","c4c8d97c-efe5-4cb2-be39-459c77e41a77",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Prayagraj, Uttar Pradesh","c569f242-72b6-4101-9637-6e4e480c730b",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Uttar Dinajpur, West Bengal","c57e7a84-f116-4d93-ad33-3690ea4f9d6b",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ranchi, Jharkhand","c6452cd0-8804-49a1-988f-add08b0f439f",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kushinagar, Uttar Pradesh","c65ba1ba-43f3-4cb7-a2fe-950bffd68631",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dharmapuri, Tamil Nadu","c661ab57-bef2-4803-bbd1-3b4e158e1434",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Purnia, Bihar","c7a3b3f5-107d-4c16-9cea-1f816b4c2dde",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Cuddalore, Tamil Nadu","c7e24b8b-9f89-4f09-8a57-7e7fe2d3546e",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nizamabad, Telangana","c881c448-3fd7-4099-a602-d205162905e7",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Navsari, Gujarat","c88a2c86-8245-4d05-a888-317c060ddf89",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Palamu, Jharkhand","c932b097-8e68-4dab-bbe9-d8b0a5bb89df",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Rohtak, Haryana","c93351cd-cdd4-4187-b065-cbfe7a59272e",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kullu, Himachal Pradesh","c934e622-ed67-4bd3-baec-2c3854231bdf",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Debagarh, Odisha","c94ffbc3-9b53-47ae-8b3a-6f4b7b4d3c6b",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kavarati, Lakshadweep (UT)","c9c49ad5-55c3-4ed7-a79d-a62fb693dc13",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hoshiarpur, Punjab","caafa667-74e6-4de7-bdba-478cabf5e30a",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hanamkonda, Telangana","caf25fc9-aa68-47ee-9588-94c5f7df71ad",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Wardha, Maharashtra","cb23604c-5929-43a5-b15a-2169c5ddef4a",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Khargone, Madhya Pradesh","cb2f7244-9ab1-4c09-95b1-770c5ada1f20",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Budaun, Uttar Pradesh","cb3412dd-6413-47e4-a51d-808a904710ac",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Siddipet, Telangana","cbc39ebf-e13c-4af0-b24d-f486f8cded83",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dehradun, Uttarakhand","cc04ca0b-6e67-4f79-830a-8f81b88b07a5",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kanpur Dehat, Uttar Pradesh","cc18e5b1-08df-47fc-80b3-9ed827c8c427",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Fazilka, Punjab","cc1e3031-76bb-48df-94d0-7cbc440deb34",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Madhubani, Bihar","cd626f13-de17-42fa-9949-e89b1d8d71f3",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tawang, Arunachal Pradesh","cdf3bfbc-0efd-445b-99cc-448f959e5f63",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dharwad, Karnataka","cf04a11c-cc3f-483f-92fa-6692f569c7ae",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Lohardaga, Jharkhand","cf749d86-2dc9-48e2-81ee-f1d9d59d12cb",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Guwahati, Assam","cfd78856-adf2-4d85-bcbe-df679825e0e6",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Shajapur, Madhya Pradesh","d0c58169-14b9-4b5c-8f1d-557399fa29fa",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Wokha, Nagaland","d0cce75e-2890-4bb0-958f-deac8bdde964",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Majuli, Assam","d0da4948-13b5-4c3f-ac73-fee6f7870488",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"West Godavari, Andhra Pradesh","d0fb14b1-4de8-4951-be18-a9e4af647695",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gadag, Karnataka","d110be5b-c8ef-437e-8051-bb31898eea66",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kaimur, Bihar","d15c098c-5185-4dad-ba55-b8bb8b4c4110",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Vidisha, Madhya Pradesh","d1c12d1f-2130-4241-ab94-b61abd998b53",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dumka, Jharkhand","d1f840df-5068-4247-89dc-606f3ba93f25",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nicobar, Andaman and Nicobar (UT)","d23a6978-e169-45b2-9361-a62c9da336fb",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ganjam, Odisha","d27478e5-516f-407b-ae06-53eee5bfd845",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Karimnagar, Telangana","d2a10f78-e34b-4d4c-84bb-6dda5d29539a",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ballia, Uttar Pradesh","d2ae2d22-0e3d-4af2-865e-94d3e8443e08",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mancherial, Telangana","d2cc778f-dae4-4a1d-80d1-d58e1db04324",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Suryapet, Telangana","d3004a4a-63f1-4b4f-8078-98d6c87a0ddb",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tinsukia, Assam","d320d57a-8693-445c-b5bb-7b3ce5cff141",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Belgaum, Karnataka","d3614cf0-b35e-43c9-8b90-6c70d0d4bfcc",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Khammam, Telangana","d397b2f8-1592-4b28-b000-978cabeff729",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Unnao, Uttar Pradesh","d3ec2501-6bc0-4de0-8e6e-cb128fafdcb3",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Etah, Uttar Pradesh","d3f38434-6f76-43bc-a90b-21ed4e5b1c09",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Coimbatore, Tamil Nadu","d3fbb13c-4dd9-4e36-b9a3-a0722cd5818b",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Surajpur, Chhattisgarh","d4a8ebd7-981b-4e83-9deb-834546aca702",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Boudh, Odisha","d4db6be0-1577-4c8d-97f7-39e4671a2650",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Rewa, Madhya Pradesh","d58fd5e2-ec49-42b3-976e-57e068e1f3b0",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Junagadh, Gujarat","d603d441-d14e-42d0-a620-f26e0e0f353a",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sepahijala, Tripura","d63e6e96-d301-418b-bdd6-077f4895f33c",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Karur, Tamil Nadu","d6a2e71a-4442-44bd-8a6c-be5cc716ed21",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jamtara, Jharkhand","d6ba8305-0b98-401d-a63b-28613c06a8e7",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sagar, Madhya Pradesh","d6cda4ad-6ac1-4196-a45a-276f9f674065",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Morbi, Gujarat","d7932822-344f-46ac-8870-ddb2d03f2dee",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Raisen, Madhya Pradesh","d873e77f-541d-4669-a77c-e9c15cabbd1e",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kanker, Chhattisgarh","d903c258-ac45-4c31-80af-156dac32fd5c",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ariyalur, Tamil Nadu","d9227ed4-dfc9-4318-85ac-31c90376b70a",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Saharsa, Bihar","d96b2daf-38ef-492e-9c5e-b1722179b096",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Aurangabad, Bihar","daacd3b6-8fd7-4a64-a897-15de5436b2e6",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ratlam, Madhya Pradesh","dac62e69-2bd0-4b0a-9be0-300dae0d8ac6",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Parbhani, Maharashtra","daddae40-d6d5-444b-a45d-799d5981c95d",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nuapada, Odisha","db4f5ffe-0e4e-4e55-b097-4e49b97c74f0",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"West Khasi Hills, Meghalaya","dba05c29-2f9a-4e10-891e-baea2e276679",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Raipur, Chhattisgarh","dc7bfadd-94d4-4889-943f-0bb88487200d",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Basti, Uttar Pradesh","dccbde2a-13f3-4dac-b4d0-1647449adbfe",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Aravalli, Gujarat","dd1f4bc7-1cc5-4cf7-a074-f83d6a2349b6",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kandhamal, Odisha","dd58d333-6779-44c2-abf8-576571dd6a63",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sikar, Rajasthan","de46d596-89da-478d-bacc-35d437d7138c",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pali, Rajasthan","dedf346f-707e-4e7a-b910-73ce338832e6",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chirang, Assam","df03c441-4e8c-4154-977e-e686c0e8db62",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sitamarhi, Bihar","df3a642b-b550-46c1-9f79-55ecccdf9e45",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"West Jaintia Hills, Meghalaya","dfbcb855-bf1b-4732-9de8-e25bde56d2de",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Rampur, Uttar Pradesh","dfbe9d5f-c2c7-46a8-a4a2-d36423e7149d",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bhadrak, Odisha","dfdeb21b-586a-4cf6-bd24-5f75dba49723",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Upper Subansiri, Arunachal Pradesh","e0702fb1-248e-4be6-8290-07d5beb78844",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kasaragod, Kerala","e0bb9869-79be-4eff-b100-5f7bb35c0429",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gandhinagar, Gujarat","e15ed74f-2d79-430f-b61d-8f825cb33b5c",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gonda, Uttar Pradesh","e18249b2-ac69-4d3e-8b60-57e5475a9f12",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nandurbar, Maharashtra","e1b2e399-1619-4279-a8fa-8a2fb2007010",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
