"city","ID","Created Date","Updated Date","Owner","states","Specialization","Language"
"Pathanamthitta, Kerala","89688e59-e61e-49fd-85e3-bf62ffed09ba",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Maharajganj, Uttar Pradesh","8973136a-9c11-485b-bc27-58a2412e003b",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tamenglong, Manipur","89ddc536-ac96-481f-b203-5c5b81c23adf",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bongaigaon, Assam","8a001d21-64eb-4e2f-abbf-0818986b2ea7",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Howrah, West Bengal","8a4bf2a0-99e8-462f-ab6f-b21a494e8155",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jalore, Rajasthan","8a98a63a-528b-4a91-ad7a-07b0a70be58d",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nabarangpur, Odisha","8b619239-daaf-4ed6-bc9f-4072add20d36",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"West Kameng, Arunachal Pradesh","8c0a1df4-10bc-4e3c-b9db-e89b271e8522",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Koppal, Karnataka","8c36f9cd-2801-4fd1-8cd1-cfa5b65c4c4b",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Lunglei, Mizoram","8c75a4cf-c792-4a1c-8d3b-ad84aa4f8579",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tenkasi, Tamil Nadu","8cbd4b50-00b4-49aa-8d95-23367ec3d420",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Manendragarh, Chhattisgarh","8cf131b2-2f08-4c46-9ff4-1fb083d7b2fa",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Davanagere, Karnataka","8cfbd8c9-761b-4d75-91ad-bba00dceba99",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gurdaspur, Punjab","8df241e6-2cd8-4a58-9abf-b2edee2d8bb6",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"North Sikkim, Sikkim","8ec2ad48-b268-4e3b-bfa2-a1fa8d4d43fc",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hamirpur, Uttar Pradesh","8ed408e7-d51f-4b38-8742-4f683acca926",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tiruvallur, Tamil Nadu","8f19484d-8633-4a50-b96a-c83461aead21",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kamrup Metropolitan, Assam","8f404d98-9979-4496-9f0f-7e938ce24c2f",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Darbhanga, Bihar","9090ef7f-3249-4c07-a9fa-cb5f90022bf3",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"East Champaran, Bihar","910cb477-ec9c-4142-bd50-ae6392d3c839",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Una, Himachal Pradesh","91817215-4e38-4dad-9ad2-7184f79c99d9",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Samba, Jammu and Kashmir (UT)","91bcdac7-82de-4758-82f4-a68ba40e67ae",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chittorgarh, Rajasthan","9211df6b-968d-41c8-ab01-38839dba586d",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bhind, Madhya Pradesh","9221c641-cfe6-4283-8377-9e9ea8979ba2",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kutch, Gujarat","9272058b-c38b-494b-87ec-474dafbfdb38",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Banka, Bihar","928af79a-a369-40b1-9674-6cdd3e83e4e6",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gurugram, Haryana","9360ab78-bed6-424f-b94e-9f776600b098",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Varanasi, Uttar Pradesh","93b4b621-e4f6-4af1-b2ab-1ae3e7930dfe",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mandsaur, Madhya Pradesh","93d3919f-1e11-44d4-8300-0df03dcad656",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ranga Reddy, Telangana","9416f09b-a1ee-46ee-a038-8a9f5fd867cf",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chengalpattu, Tamil Nadu","941c66d2-4ab4-46c6-aa2b-3405e6ef56f3",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jaipur, Rajasthan","9487ce1f-43de-43fb-b8e7-03f2eb7aa6aa",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kanchipuram, Tamil Nadu","948fe22f-0752-489d-acd1-ae493c4029e8",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kannur, Kerala","9499bd9b-0d90-4d44-b070-df5f9b620d37",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chandigarh, Chandigarh (UT)","949d87a4-0810-4cc1-8ee3-1b689a587cd4",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Samastipur, Bihar","949f1348-519a-4bd4-86bd-1b9b591273b8",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jhalawar, Rajasthan","94b92416-a977-4511-a2cf-7acf2220c590",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kangpokpi, Manipur","94bfb6df-23cd-4611-8a93-a440a4b7b0f9",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Fatehabad, Haryana","94d98d59-d3d6-402e-8cac-1a290c94553c",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sambhal, Uttar Pradesh","950e68bb-8a0f-434f-9deb-a72038d27a67",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Faridkot, Punjab","9560cfb0-32ba-42fc-9a3c-acbd72f5621a",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tumkur, Karnataka","95632f49-b214-4622-8f3a-e44d95b6435b",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Siwan, Bihar","956ad616-a010-444f-8401-8445b00106b5",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pratapgarh, Rajasthan","96bde9b8-4771-48b8-a131-b01ec317573b",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Amethi, Uttar Pradesh","97536f0f-05a6-4db0-b6bf-4d4453b9f0e2",2023-07-20T10:40:22Z,2023-08-11T09:35:52Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Bodo"
"Kolhapur, Maharashtra","97b1955d-4b3b-4a00-b920-ee19f89f1acb",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mahoba, Uttar Pradesh","97b44aaf-ca10-43d4-bf94-ff975cffa2af",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kabirdham, Chhattisgarh","9856c0a4-bd82-408d-8293-6538e8bc30a1",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sehore, Madhya Pradesh","987e9292-6039-4211-a2a9-26aae83b5a28",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kulgam, Jammu and Kashmir (UT)","98d6c064-5a68-4c97-af3a-231cc3e56f4b",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Porbandar, Gujarat","9acc9135-5cc2-40b6-b927-f083313aafe0",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ganderbal, Jammu and Kashmir (UT)","9b10e127-92a2-4c8c-811b-22650dea134f",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kalahandi, Odisha","9c27416b-55bf-4962-bb17-668403d867e5",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kalimpong, West Bengal","9c3f87aa-bf79-4bf4-83d0-39f70d87554f",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Murshidabad, West Bengal","9c6201af-029d-4997-8ae8-e6dd60e3ef22",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Surguja, Chhattisgarh","9c970cec-4897-4dae-9331-dfe44dfcbd23",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"South West Garo Hills, Meghalaya","9cd3cf61-fa5f-4ceb-aff4-3ae2a08e9d6e",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Fatehgarh Sahib, Punjab","9d370971-5eb5-423f-8fdb-7a44b047f0f5",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"South Goa, Goa","9de7151a-66e9-4bc6-929d-9ec78730c1c5",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Namsai, Arunachal Pradesh","9e644e6d-af12-40b3-95c5-90276726dd54",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mumbai, Maharashtra","9e77034d-ae3c-4a20-a409-544e16780544",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sawai Madhopur, Rajasthan","9e8922f8-e7dd-499d-b24e-ca0884007992",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ambedkar Nagar, Uttar Pradesh","9e8e0f73-18a9-4391-8daf-c4e8a8431ce2",2023-07-20T10:40:22Z,2023-08-11T09:35:46Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,"Dogri"
"Panchkula, Haryana","9e9984f7-245d-4408-bd95-40d90ba7ce14",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Angul, Odisha","9f247e9c-718f-479b-8201-504d37cb9100",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"East Khasi Hills, Meghalaya","9f3d38f7-9cf5-426f-a596-f2e4855ef79b",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chennai, Tamil Nadu","9f5300f4-9224-44fc-b745-3f08fbc23842",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Auraiya, Uttar Pradesh","9fb8edd0-d956-4a31-93df-1691362a238b",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jamui, Bihar","a0221297-7850-4475-a11a-6040d1ee0384",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sultanpur, Uttar Pradesh","a02e837b-aee3-49cc-af90-2a6048168e16",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jhajjar, Haryana","a055afe9-e4aa-46cc-b5b9-65d774e5c592",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gautam Buddha Nagar, Uttar Pradesh","a10209c6-56fb-4c5c-aaf7-47906bcf2bac",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jhargram, West Bengal","a1145d12-9f7b-47bc-9822-a60b143cdb15",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gir Somnath, Gujarat","a1701677-b7f3-4d83-8829-a6e54fa736a5",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mahe, Puducherry (UT)","a213c81f-9834-44e0-abe7-705967745714",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kanpur Nagar, Uttar Pradesh","a3436986-817c-40fc-9e70-ab3196fa2fe0",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kendujhar, Odisha","a3c535f4-eca5-493b-9991-9b226644b894",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Begusarai, Bihar","a3d6b3b9-d380-4ce2-a5c0-4a3cdb5d051d",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bishnupur, Manipur","a40658ac-df01-4fb0-b8a3-1dc81ad00700",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Koriya, Chhattisgarh","a48ca1b0-38ec-4356-8a5e-8a9ddb6daf40",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jalpaiguri, West Bengal","a4f35b09-2f28-4d8c-bc30-712fb4bcc818",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"North Tripura, Tripura","a530a09a-12fb-401c-a597-4fbd37319124",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Firozpur, Punjab","a5d46d52-e55d-4001-bdc2-ad577a185bd9",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jogulamba Gadwal, Telangana","a5d59c2d-2453-42dd-9438-8204fff41386",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bajali, Assam","a642b608-a0ab-4cf8-87f8-9d29eeb46a7e",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Anantapur, Andhra Pradesh","a6f3f03d-486d-495b-a557-a62e869f0fa2",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Muktsar, Punjab","a6fd383e-47ec-405b-9992-9ae48fa756ba",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Shivpuri, Madhya Pradesh","a721f5fa-f5dc-4de8-a5ab-b423f626b7b6",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kangra, Himachal Pradesh","a7356798-2e4f-4f40-a0e2-8e39bcbe70da",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Saitual, Mizoram","a74ce676-81e6-46d2-aba1-b8fdca97f4b9",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Bastar, Chhattisgarh","a7c84ed0-8ae3-46ab-ae8f-9a8642adf61b",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Raigarh, Chhattisgarh","a8cbe551-18aa-4a55-8c71-e3c94439bdfd",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Haveri, Karnataka","a9526181-c913-450b-ae06-f67d02327297",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Tirunelveli, Tamil Nadu","a953fe4c-e293-439d-98e3-d7d371880d7d",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dhule, Maharashtra","a9713ad1-f78b-4831-8275-55369088773d",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Simdega, Jharkhand","a976fed4-9ed4-4ed2-b5ff-dc5cdec81dcd",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sant Kabir Nagar, Uttar Pradesh","a9819048-86ac-4a6c-9b60-ab42f63c17c8",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Palakkad, Kerala","a98481c3-0576-41bc-a0fc-ce1bcbafcc79",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Ayodhya, Uttar Pradesh","a9d5e951-be36-4344-b51f-60db383c0ae0",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Malkangiri, Odisha","aa46be54-d3fe-4c24-ac5e-98cae0de8349",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mohla Manpur, Chhattisgarh","aa8a6c70-f0c7-44eb-9042-c5be720edce6",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chatra, Jharkhand","aace8438-197d-4f8e-9962-6a9fcdf630de",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Jalgaon, Maharashtra","ab03cbc7-4110-4239-89e5-1f2b492c23ba",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Burhanpur, Madhya Pradesh","ab11e343-3e07-450e-a063-e34b5c29566d",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dhamtari, Chhattisgarh","ab49e92b-2dc7-4a39-8301-4a17f0a0691c",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"South Tripura, Tripura","ab6d445b-31e6-4831-8391-c916adae4b8d",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Narayanpet, Telangana","ab9767e3-8731-459e-9d2c-d35b6cfab219",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nagaur, Rajasthan","abaec493-40f9-485a-90e7-5d457c893ec9",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mau, Uttar Pradesh","abdbb301-d29e-4687-b830-fac612a078b6",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Churu, Rajasthan","ac4f568b-00f7-4d88-bc7a-59263335d092",2023-07-20T10:40:21Z,2023-07-20T10:40:21Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Dhemaji, Assam","ae07939e-c07f-417b-9860-5a0fbf55e41f",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hailakandi, Assam","ae405ace-adff-459d-b48e-04b0d8718a53",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Udham Singh Nagar, Uttarakhand","aeba398e-7e79-4ad8-88b6-ee528ee5caf2",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Patna, Bihar","aeca1116-6523-4a54-8895-d7a12bf9b653",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Buldhana, Maharashtra","af049adc-be68-4396-ac2c-9fd378cc90a1",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kondagaon, Chhattisgarh","b0017313-b163-4b28-a9df-3c9d1f9fb95e",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Nagpur, Maharashtra","b030b18e-88ef-4bbf-9ee4-835e6c97df23",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Yamunanagar, Haryana","b084fe37-f2d0-4c60-8fa7-e8abdef0024c",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Gurugram, Haryana","b096b43c-a4af-4f1d-9ff5-3ab24e82078e",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Hnahthial, Mizoram","b0aa8313-32e2-441d-bd7d-c716602a58d7",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Peddapalli, Telangana","b1aa8538-e764-416d-9bcc-952c7655b848",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Deoghar, Jharkhand","b1df22bd-d983-457d-a7ea-66202ad185a6",2023-07-20T10:40:18Z,2023-07-20T10:40:18Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kurung Kumey, Arunachal Pradesh","b240a893-7ce4-4a3e-8b0e-cbec6653ea65",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pune, Maharashtra","b24fd09a-0fb4-4cf7-ae60-3a2407f5e69c",2023-07-20T10:40:20Z,2023-07-20T10:40:20Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Chitrakoot, Uttar Pradesh","b391832c-0fd5-4d01-999d-da9e9e35db74",2023-07-20T10:40:23Z,2023-07-20T10:40:23Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Pakur, Jharkhand","b39213b5-046d-463b-a753-0fd12606984d",2023-07-20T10:40:19Z,2023-07-20T10:40:19Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Mulugu, Telangana","b3b68cdd-ae10-461a-9797-5589402a0bb2",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Khowai, Tripura","b3f7d383-8342-4866-b17b-5a4fdbda29fb",2023-07-20T10:40:22Z,2023-07-20T10:40:22Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Kadapa, Andhra Pradesh","b463891a-de1b-4cb5-8b35-ad6a614e3bfb",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
"Sarangarh Bilaigarh, Chhattisgarh","b4773a35-17dc-467c-861f-ebb5d2e43052",2023-07-20T10:40:17Z,2023-07-20T10:40:17Z,"2d98aeff-3b9b-4b72-aff2-40ce4c6d1a52",,,
